Centro,Nombre científico (especie),Código del arbol,Area basal de arbol (dm²),Diametro de tronco equivalente (cm),Altura de arbol normalizada (m),Altura de copa normalizada (m),Diametro de copa promedio (m),Excentricidad de copa
CUNORTE,Ipomoea murucoides,C15-6-291,8.14,32.2,5.9,5.2,8.8,0.83
CUNORTE,Prosopis laevigata,C15-6-292,13.33,41.2,9.8,8.1,10.7,0.47
CUNORTE,Prosopis laevigata,C15-6-293,2.13,16.5,5,3,5.3,0.69
CUNORTE,Prosopis laevigata,C15-6-294,8.97,33.8,5.3,3.2,7.7,0.48
CUNORTE,Ipomoea murucoides,C15-6-295,9.29,34.4,7.7,6.4,5,0.78
CUNORTE,Prosopis laevigata,C15-6-296,1.89,15.5,4.3,2.4,5.8,0.18
CUNORTE,Prosopis laevigata,C15-6-297,0.41,7.2,3.5,2.1,4.8,0.8
CUNORTE,Ipomoea murucoides,C15-6-298,8.96,33.8,6.1,5,6.7,0.17
CUNORTE,Ipomoea murucoides,C15-6-299,9.79,35.3,8.5,7.1,5.3,0.27
CUNORTE,Ipomoea murucoides,C15-6-300,5.57,26.6,6.2,4.9,5.4,0.51
CUNORTE,Ipomoea murucoides,C15-6-301,4.34,23.5,5.4,4.1,5.9,0.49
CUNORTE,Prosopis laevigata,C15-6-302,0.2,5,3.3,2.2,4.2,0.5
CUNORTE,Prosopis laevigata,C15-6-303,1.13,12,4.8,3.3,4.3,0
CUNORTE,Prosopis laevigata,C15-6-304,4.9,25,5.8,4.5,7.4,0.51
CUNORTE,Prosopis laevigata,C15-6-305,20.79,51.4,8.4,6.5,10.1,0.24
CUNORTE,Prosopis laevigata,C15-6-306,3.2,20.2,4,3.1,6.7,0.24
CUNORTE,Prosopis laevigata,C15-6-307,0.9,10.7,5,3,2.7,0.81
CUNORTE,Ipomoea murucoides,C15-6-308,7.87,31.6,4.3,3,6.3,0.18
CUNORTE,Prosopis laevigata,C15-6-309,1.5,13.8,4,2.7,4.7,0.54
CUNORTE,Prosopis laevigata,C15-6-310,2.33,17.2,5,3.9,5.6,0.32
CUNORTE,Prosopis laevigata,C15-6-311,6.93,29.7,4.4,3.7,7.3,0.28
CUNORTE,Prosopis laevigata,C15-6-312,1.3,12.9,5.1,2.6,3.7,0.39
CUNORTE,Prosopis laevigata,C15-6-313,1.79,15.1,3.5,2.5,5.1,0.46
CUNORTE,Prosopis laevigata,C15-6-314,3.46,21,5.2,3.9,6,0.25
CUNORTE,Acacia pennatula,C15-6-315,2.87,19.1,5.2,3.9,5.4,0.54
CUNORTE,Ipomoea murucoides,C15-6-316,2.81,18.9,4.1,2.9,4.7,0.35
CUNORTE,Ipomoea murucoides,C15-6-317,3.66,21.6,5.1,3.4,5.7,0.4
CUNORTE,Prosopis laevigata,C15-6-318,2.73,18.6,4.3,3,5.5,0.7
CUNORTE,Prosopis laevigata,C15-6-319,0.68,9.3,3.7,2.1,4.2,0.22
CUNORTE,Prosopis laevigata,C15-6-320,1.61,14.3,4.3,2.5,4.5,0.4
CUNORTE,Prosopis laevigata,C15-6-321,0.3,6.2,3.4,1.9,2.8,0.59
CUNORTE,Prosopis laevigata,C15-6-322,0.51,8,3.3,2.2,2.9,0
CUNORTE,Prosopis laevigata,C15-6-323,0.4,7.1,3.6,2.3,3.7,0.65
CUNORTE,Prosopis laevigata,C15-6-324,1.52,13.9,3.8,1.9,4.9,0.43
CUNORTE,Prosopis laevigata,C15-6-325,2.11,16.4,5.1,3.5,4.9,0.74
CUNORTE,Prosopis laevigata,C15-6-326,1.9,15.5,5.5,3.9,4.6,0.59
CUNORTE,Prosopis laevigata,C15-6-327,1.89,15.5,3.8,2.3,4.5,0.45
CUNORTE,Prosopis laevigata,C15-6-328,5.77,27.1,6,4,6.9,0.33
CUNORTE,Prosopis laevigata,C15-6-329,41.87,73,8.6,7.1,12.7,0.4
CUNORTE,Prosopis laevigata,C15-6-330,4.23,23.2,5.3,2.5,7.9,0.51
CUNORTE,Acacia pennatula,C15-6-331,14.96,43.6,4,2.6,12.9,0.38
CUNORTE,Prosopis laevigata,C15-6-332,33.04,64.9,8.6,7,9,0.43
CUNORTE,Prosopis laevigata,C15-6-333,16.19,45.4,6.7,5.3,10,0.46
CUNORTE,Prosopis laevigata,C15-6-334,3.93,22.4,4.6,2.5,7.4,0.79
CUNORTE,Prosopis laevigata,C15-6-335,8.04,32,6.5,4.7,8.8,0.49
CUNORTE,Prosopis laevigata,C15-6-336,0.9,10.7,2.8,1.2,3.7,0.53
CUNORTE,Prosopis laevigata,C15-6-337,0.26,5.8,3,1.7,3.3,0.46
CUNORTE,Prosopis laevigata,C15-6-338,0.85,10.4,3.4,1.7,4,0.57
CUNORTE,Prosopis laevigata,C15-6-339,0.3,6.2,3.6,2.1,3.1,0.53
CUNORTE,Prosopis laevigata,C15-6-340,0.28,6,3.3,2.1,3.8,0.48
CUNORTE,Prosopis laevigata,C15-6-341,0.2,5,2.5,1.3,4.5,0.36
CUNORTE,Prosopis laevigata,C15-6-342,3.95,22.4,5.2,3.4,6.8,0
CUNORTE,Prosopis laevigata,C15-6-343,1.93,15.7,3.6,1.3,5.4,0.67
CUNORTE,Buddleja parviflora,C15-6-344,0.57,8.5,3.4,2.1,3.3,0.34
CUNORTE,Prosopis laevigata,C15-6-345,23.56,54.8,4.7,2.9,11.5,0.23
CUNORTE,Prosopis laevigata,C15-6-346,0.95,11,3.7,2.2,4.2,0.37
CUNORTE,Buddleja parviflora,C15-6-347,1.21,12.4,4.7,4.7,3.5,0.33
CUNORTE,Prosopis laevigata,C15-6-348,0.57,8.5,3.9,1.7,3.7,0.23
CUNORTE,Prosopis laevigata,C15-6-349,0.99,11.2,3.9,2.3,3.2,0.82
CUNORTE,Prosopis laevigata,C15-6-350,2.79,18.8,5.8,3.9,3.6,0.45
CUNORTE,Bursera fagaroides,C15-6-351,1.79,15.1,3.1,1,4.7,0
CUNORTE,Prosopis laevigata,C15-6-352,11.55,38.4,3.9,2.5,10.3,0.3
CUNORTE,Bursera fagaroides,C15-6-353,0.2,5,1.9,1.1,2.6,0.78
CUNORTE,Prosopis laevigata,C15-6-354,1.67,14.6,4.4,4,7.6,0.23
CUNORTE,Prosopis laevigata,C15-6-355,0.25,5.6,3.4,2.3,4,0.55
CUNORTE,Prosopis laevigata,C15-6-356,0.38,7,3.6,2.1,4.2,0.54
CUNORTE,Prosopis laevigata,C15-6-357,0.29,6.1,3.8,2.3,3.7,0.39
CUNORTE,Prosopis laevigata,C15-6-358,0.38,7,3.3,2.3,3.6,0.23
CUNORTE,Prosopis laevigata,C15-6-359,3.26,20.4,4.6,3.9,7.6,0.41
CUNORTE,Ipomoea murucoides,C15-6-360,4.36,23.6,5,4.5,6.2,0.3
CUNORTE,Ipomoea murucoides,C15-6-361,10.87,37.2,6.1,5.1,9.5,0.32
CUNORTE,Ipomoea murucoides,C15-6-362,5.74,27,3.9,2.5,7.6,0.23
CUNORTE,Ipomoea murucoides,C15-6-363,2.48,17.8,4.1,2.4,4.3,0.68
CUNORTE,Prosopis laevigata,C15-6-364,6.23,28.2,5.8,4.9,9.4,0.37
CUNORTE,Acacia schaffneri,C15-6-365,2.66,18.4,3.7,2.8,6.6,0.24
CUNORTE,Prosopis laevigata,C15-6-366,18.55,48.6,4,1.2,7.7,0.22
CUNORTE,Prosopis laevigata,C15-6-367,6.07,27.8,5.6,4.1,6.1,0.63
CUNORTE,Prosopis laevigata,C15-6-368,0.58,8.6,3.5,3.2,5.8,0.36
CUNORTE,Prosopis laevigata,C15-6-369,1.94,15.7,3.8,2.7,6.8,0.55
CUNORTE,Prosopis laevigata,C15-6-370,4.75,24.6,5.6,4.1,7.1,0.54
CUNORTE,Prosopis laevigata,C15-6-371,2.06,16.2,4.3,2.9,6,0.48
CUNORTE,Prosopis laevigata,C15-6-372,2.04,16.1,4.4,2.7,4.8,0.28
CUNORTE,Prosopis laevigata,C15-6-373,4.53,24,5.9,4.3,6.2,0.48
CUNORTE,Prosopis laevigata,C15-6-374,2.05,16.1,3.9,2.6,5.6,0.47
CUNORTE,Prosopis laevigata,C15-6-375,1.04,11.5,4,3.1,5.5,0.48
CUNORTE,Prosopis laevigata,C15-6-376,2.23,16.9,3.6,2.3,5.9,0.36
CUNORTE,Prosopis laevigata,C15-6-377,1.23,12.5,5,3.2,5.5,0
CUNORTE,Prosopis laevigata,C15-6-378,3.18,20.1,4.1,2.9,6.4,0.41
CUNORTE,Prosopis laevigata,C15-6-379,0.24,5.5,3.2,2.1,5.1,0.52
CUNORTE,Prosopis laevigata,C15-6-380,0.73,9.6,3.6,2.5,5.3,0
CUNORTE,Prosopis laevigata,C15-6-381,0.23,5.4,2.4,1.3,3.8,0.62
CUNORTE,Prosopis laevigata,C15-6-382,3.66,21.6,4.5,3,8.3,0.26
CUNORTE,Prosopis laevigata,C15-6-383,0.2,5.1,2.9,1.7,4.4,0.36
CUNORTE,Prosopis laevigata,C15-6-384,2.33,17.2,3.7,3.2,6.6,0.34
CUNORTE,Prosopis laevigata,C15-6-385,0.75,9.8,2.6,2.1,6,0.35
CUNORTE,Prosopis laevigata,C15-6-386,0.28,6,3.8,2.8,4.5,0.77
CUNORTE,Prosopis laevigata,C15-6-387,1.6,14.3,3.4,2.4,5.9,0.65
CUNORTE,Prosopis laevigata,C15-6-388,1.42,13.5,3.6,3.5,7.1,0.57
CUNORTE,Prosopis laevigata,C15-6-389,2.16,16.6,3.6,3.3,5.7,0.4
CUNORTE,Prosopis laevigata,C15-6-390,0.28,6,3.2,2.2,3.6,0.23
CUNORTE,Prosopis laevigata,C15-6-391,2.1,16.4,4.5,3.1,5.7,0.44
CUNORTE,Prosopis laevigata,C15-6-392,0.79,10.1,3.6,2.3,4.6,0.21
CUNORTE,Prosopis laevigata,C15-6-393,0.88,10.6,4.1,2.5,4,0.47
CUNORTE,Prosopis laevigata,C15-6-394,0.63,9,3.5,2.3,3.5,0.54
CUNORTE,Prosopis laevigata,C15-6-395,0.73,9.7,3.4,2.8,5.5,0.58
CUNORTE,Prosopis laevigata,C15-6-396,2.38,17.4,3.9,2.9,5.5,0.41
CUNORTE,Prosopis laevigata,C15-6-397,46.01,76.5,9.6,10,15.5,0.59
CUNORTE,Prosopis laevigata,C15-6-398,16.62,46,5.7,3.7,7,0.68
CUNORTE,Prosopis laevigata,C15-6-399,3.03,19.6,6.1,4.2,7.3,0.55
CUNORTE,Prosopis laevigata,C15-6-400,3.54,21.2,5.9,4.5,6.2,0.6
CUNORTE,Prosopis laevigata,C15-6-401,4.15,23,5.3,3.8,7.4,0.49
CUNORTE,Prosopis laevigata,C15-6-402,6.49,28.7,7.5,7.2,10.2,0.44
CUNORTE,Prosopis laevigata,C15-6-403,1.37,13.2,4.9,3.3,4.6,0
CUNORTE,Prosopis laevigata,C15-6-404,11.62,38.5,7.2,5.6,7,0.87
CUNORTE,Prosopis laevigata,C15-6-405,13.59,41.6,9,7.5,11.3,0.5
CUNORTE,Prosopis laevigata,C15-6-406,1.13,12,5.9,3.5,2.7,0.75
CUNORTE,Prosopis laevigata,C15-6-407,12.15,39.3,6,5.1,8.5,0.72
CUNORTE,Prosopis laevigata,C15-6-408,2.63,18.3,5.7,4.7,4.8,0.78
CUNORTE,Prosopis laevigata,C15-6-409,16.15,45.4,9,7.8,11,0.43
CUNORTE,Prosopis laevigata,C15-6-410,26.22,57.8,7.9,5.1,16.3,0.19
CUNORTE,Prosopis laevigata,C15-6-411,10.8,37.1,8.6,7.4,9.7,0.62
CUNORTE,Prosopis laevigata,C15-6-412,23.28,54.4,6.6,5,11.3,0.34
CUNORTE,Ipomoea murucoides,C15-6-413,0.71,9.5,4.5,3.5,3.3,0.59
CUNORTE,Prosopis laevigata,C15-6-414,2.21,16.8,5,4.3,5.2,0.68
CUNORTE,Prosopis laevigata,C15-6-415,2.39,17.5,3.2,3.2,7.7,0.16
CUNORTE,Prosopis laevigata,C15-6-416,16.5,45.8,9,7.4,10.8,0.57
CUNORTE,Prosopis laevigata,C15-6-417,3.47,21,4.8,3.5,6.3,0.62
CUNORTE,Prosopis laevigata,C15-6-418,0.24,5.5,2.8,2.1,4.5,0.36
CUNORTE,Prosopis laevigata,C15-6-419,6.57,28.9,3.8,2.6,8.1,0.27
CUNORTE,Prosopis laevigata,C15-6-420,7.63,31.2,6.9,4.9,7.8,0.6
CUNORTE,Prosopis laevigata,C15-6-421,0.65,9.1,4.7,2.4,3.1,0.53
CUNORTE,Prosopis laevigata,C15-6-422,1.58,14.2,2.7,1.7,4,0.93
CUNORTE,Prosopis laevigata,C15-6-423,7.67,31.2,6.2,3.9,8.3,0.15
CUNORTE,Prosopis laevigata,C15-6-424,3.53,21.2,4.3,2.7,6.7,0.77
CUNORTE,Prosopis laevigata,C15-6-425,1.98,15.9,6.2,4.9,4.8,0.82
CUNORTE,Prosopis laevigata,C15-6-426,1.72,14.8,5.2,3.6,5.2,0.68
CUNORTE,Prosopis laevigata,C15-6-427,8.74,33.4,5.5,4.5,6.9,0.58
CUNORTE,Prosopis laevigata,C15-6-428,3.9,22.3,6.7,4.2,7.1,0.76
CUNORTE,Prosopis laevigata,C15-6-429,1.81,15.2,7.2,6.3,5.1,0.71
CUNORTE,Prosopis laevigata,C15-6-430,7.65,31.2,6.6,6,10.1,0.2
CUNORTE,Prosopis laevigata,C15-6-431,1.35,13.1,6,4,3.6,0.6
CUNORTE,Prosopis laevigata,C15-6-432,6.79,29.4,8.1,5.9,9.1,0.64
CUNORTE,Prosopis laevigata,C15-6-433,0.26,5.8,3,2.3,4.2,0.37
CUNORTE,Prosopis laevigata,C15-6-434,0.51,8.1,2.7,1.9,3.5,0.45
CUNORTE,Prosopis laevigata,C15-6-435,2.96,19.4,5.3,4.6,6.7,0.24
CUNORTE,Prosopis laevigata,C15-6-436,4.1,22.8,6,4.3,7.3,0.55
CUNORTE,Prosopis laevigata,C15-6-437,1.67,14.6,5.3,4.3,5.5,0.37
CUNORTE,Prosopis laevigata,C15-6-438,0.4,7.1,4.2,3.3,3.8,0.38
CUNORTE,Prosopis laevigata,C15-6-439,20.97,51.7,7.1,6.1,12.9,0.41
CUNORTE,Prosopis laevigata,C15-6-440,1.61,14.3,5.7,3.9,5.6,0.47
CUNORTE,Prosopis laevigata,C15-6-441,4.07,22.8,4.3,3.3,6.4,0.34
CUNORTE,Prosopis laevigata,C15-6-442,7.89,31.7,5.4,5.3,10.5,0.42
CUNORTE,Prosopis laevigata,C15-6-443,0.36,6.8,3.9,2.9,4.3,0.64
CUNORTE,Prosopis laevigata,C15-6-444,1.39,13.3,4.9,3.7,4.7,0.71
CUNORTE,Prosopis laevigata,C15-6-445,56.11,84.5,10,9.7,18.1,0.34
CUNORTE,Prosopis laevigata,C15-6-446,1.76,15,4.8,3.7,5.4,0.33
CUNORTE,Prosopis laevigata,C15-6-447,0.6,8.8,5,4.2,4.9,0.28
CUNORTE,Prosopis laevigata,C15-6-448,3.11,19.9,5,4.2,4.9,0.28
CUNORTE,Prosopis laevigata,C15-6-449,0.33,6.5,4.3,3.3,6.1,0.35
CUNORTE,Prosopis laevigata,C15-6-450,0.24,5.5,4.3,3.3,6.1,0.35
CUNORTE,Prosopis laevigata,C15-6-451,2.1,16.4,4.3,3.3,6.1,0.35
CUNORTE,Prosopis laevigata,C15-6-452,0.28,6,3.4,2.6,3.9,0.22
CUNORTE,Prosopis laevigata,C15-6-453,0.3,6.2,2.9,2,4.1,0.22
CUNORTE,Eysenhardtia polystachya,C15-6-454,1.72,14.8,3.1,2,5.2,0.42
CUNORTE,Prosopis laevigata,C15-6-455,27.09,58.7,7.9,7.3,14.9,0.59
CUNORTE,Prosopis laevigata,C15-6-456,9.39,34.6,6.3,5,11,0.49
CUNORTE,Prosopis laevigata,C15-6-457,17.26,46.9,7,4.8,5.8,0.93
CUNORTE,Prosopis laevigata,C15-6-458,0.59,8.7,4.2,2.2,3.5,0.4
CUNORTE,Prosopis laevigata,C15-6-459,39.82,71.2,8.1,6.2,14.9,0.5
CUNORTE,Prosopis laevigata,C15-6-460,4.95,25.1,5.8,4.3,9.7,0.68
CUNORTE,Prosopis laevigata,C15-6-461,5.98,27.6,5.9,3.6,8.4,0.75
CUNORTE,Prosopis laevigata,C15-6-462,17.95,47.8,7.1,6.2,11.7,0.54
CUNORTE,Prosopis laevigata,C15-6-463,32.37,64.2,7.5,5.6,13.2,0.56
CUNORTE,Prosopis laevigata,C15-6-464,9.6,35,4.9,3.6,7.4,0.68
CUNORTE,Prosopis laevigata,C15-6-465,2.9,19.2,5.3,2.9,5,0.5
CUNORTE,Prosopis laevigata,C15-6-466,0.26,5.8,4.2,2,2.6,0.8
CUNORTE,Prosopis laevigata,C15-6-467,1.12,12,5.6,4.8,3.7,0.53
CUNORTE,Prosopis laevigata,C15-6-468,4.33,23.5,5.6,3.8,6.5,0.24
CUNORTE,Prosopis laevigata,C15-6-469,1.77,15,4.9,3.5,4,0.22
CUNORTE,Prosopis laevigata,C15-6-470,0.84,10.3,4.7,3.5,4.1,0.71
CUNORTE,Prosopis laevigata,C15-6-471,0.57,8.5,5.1,3.5,3.4,0.74
CUNORTE,Prosopis laevigata,C15-6-472,3.39,20.8,4.7,2.8,6.5,0.64
CUNORTE,Prosopis laevigata,C15-6-473,7.28,30.4,6.8,5.4,9.1,0.55
CUNORTE,Prosopis laevigata,C15-6-474,1.09,11.8,5.6,3.9,4.3,0.53
CUNORTE,Prosopis laevigata,C15-6-475,13.93,42.1,6,5.7,12.3,0.33
CUNORTE,Prosopis laevigata,C15-6-476,2.55,18,2.2,1,5.8,0.52
CUNORTE,Prosopis laevigata,C15-6-477,1.72,14.8,5.2,3.4,5.8,0.8
CUNORTE,Prosopis laevigata,C15-6-478,9.73,35.2,3.6,2.6,7.6,0.75
CUNORTE,Prosopis laevigata,C15-6-479,0.55,8.4,6.4,3.9,3.4,0.59
CUNORTE,Prosopis laevigata,C15-6-480,2.27,17,7.1,4.8,6.1,0.68
CUNORTE,Prosopis laevigata,C15-6-481,1.18,12.2,4.5,2.6,5.5,0.58
CUNORTE,Prosopis laevigata,C15-6-482,2.3,17.1,7.1,4.8,5.7,0.19
CUNORTE,Prosopis laevigata,C15-6-483,10.18,36,6.9,6.1,10.8,0.45
CUNORTE,Prosopis laevigata,C15-6-484,11.32,38,5.9,4.8,9.6,0.25
CUNORTE,Prosopis laevigata,C15-6-485,2.56,18,3.9,2.6,4.3,0.46
CUNORTE,Prosopis laevigata,C15-6-486,3.5,21.1,5.1,3.9,5.7,0.32
CUNORTE,Prosopis laevigata,C15-6-487,2.51,17.9,4.9,3.7,5.1,0.27
CUNORTE,Prosopis laevigata,C15-6-488,1.19,12.3,5.4,4,5.4,0.19
CUNORTE,Prosopis laevigata,C15-6-489,1.23,12.5,3.1,2.3,4.4,0.72
CUNORTE,Prosopis laevigata,C15-6-490,7.18,30.2,5.9,5,10.8,0.53
CUNORTE,Prosopis laevigata,C15-6-491,2.96,19.4,3.6,2.7,5.4,0.41
CUNORTE,Prosopis laevigata,C15-6-492,3.83,22.1,4.8,3.2,6,0.51
CUNORTE,Prosopis laevigata,C15-6-493,2.87,19.1,5,3.8,6,0.25
CUNORTE,Prosopis laevigata,C15-6-494,16.32,45.6,8.9,7.8,11.9,0.62
CUNORTE,Prosopis laevigata,C15-6-495,11.49,38.2,9.7,7.2,8.6,0.3
CUNORTE,Acacia farnesiana,C15-6-496,0.33,6.5,3,1.1,2.1,0.73
CUNORTE,Prosopis laevigata,C15-6-497,6.82,29.5,5.8,3.8,4.9,0.66
CUNORTE,Prosopis laevigata,C15-6-498,1.1,11.8,5.5,3.5,3.5,0
CUNORTE,Prosopis laevigata,C15-6-499,0.53,8.2,4.6,2.5,4.2,0.46
CUNORTE,Prosopis laevigata,C15-6-500,1.4,13.3,3.8,2.7,6.1,0.39
CUNORTE,Prosopis laevigata,C15-6-501,6.87,29.6,5.5,3.2,8.1,0.57
CUNORTE,Prosopis laevigata,C15-6-502,2.93,19.3,4.8,3.6,6.6,0.55
CUNORTE,Prosopis laevigata,C15-6-503,9.65,35.1,6,4,6.4,0.6
CUNORTE,Prosopis laevigata,C15-6-504,4.93,25.1,7.9,7.6,7.9,0.53
CUNORTE,Prosopis laevigata,C15-6-505,12.24,39.5,7.3,6,9.1,0.46
CUNORTE,Prosopis laevigata,C15-6-506,20.67,51.3,6.1,4.5,9.6,0.76
CUNORTE,Prosopis laevigata,C15-6-507,3.17,20.1,13.6,10.5,6.8,0.46
CUNORTE,Prosopis laevigata,C15-6-508,2.36,17.3,5.2,4.4,6.4,0.25
CUNORTE,Prosopis laevigata,C15-6-509,19.32,49.6,9.2,7.5,12.9,0.48
CUNORTE,Prosopis laevigata,C15-6-510,2.37,17.4,5.4,4.6,6.6,0.71
CUNORTE,Prosopis laevigata,C15-6-511,3.8,22,5.9,5.7,7,0.77
CUNORTE,Prosopis laevigata,C15-6-512,3.12,19.9,4.5,3.4,6,0.25
CUNORTE,Prosopis laevigata,C15-6-513,1.91,15.6,6.2,3.9,5.7,0.19
CUNORTE,Prosopis laevigata,C15-6-514,6.27,28.3,8.9,6.9,8.7,0.21
CUNORTE,Prosopis laevigata,C15-6-515,6.3,28.3,7.2,5.8,8.6,0.66
CUNORTE,Acacia farnesiana,C15-6-516,1.39,13.3,5.6,4,5.4,0.33
CUNORTE,Prosopis laevigata,C15-6-517,38.16,69.7,6.9,4.9,9.6,0.28
CUNORTE,Prosopis laevigata,C15-6-518,11.71,38.6,8.3,6.7,11,0.54
CUNORTE,Forestiera tomentosa,C15-6-519,2.22,16.8,3.3,3.2,6.8,0.43
CUNORTE,Prosopis laevigata,C15-6-520,48.15,78.3,11.5,10.5,18.6,0.35
CUNORTE,Prosopis laevigata,C15-6-521,9.1,34,7,5.9,10.4,0.19
CUNORTE,Prosopis laevigata,C15-6-522,5.43,26.3,6.8,5.3,7.6,0.54
CUNORTE,Eysenhardtia polystachya,C15-6-523,0.31,6.3,1.9,1,2.2,0.65
CUNORTE,Eysenhardtia polystachya,C15-6-524,0.27,5.9,4.8,3.1,2.8,0.63
CUNORTE,Prosopis laevigata,C15-6-525,1.17,12.2,4.1,2.3,3.9,0.38
CUNORTE,Prosopis laevigata,C15-6-526,1.17,12.2,4.2,2.5,5.3,0.45
CUNORTE,Eysenhardtia polystachya,C15-6-527,0.5,8,3.9,2.9,3.4,0.33
CUNORTE,Prosopis laevigata,C15-6-528,1.35,13.1,5.5,4.7,4.2,0.56
CUNORTE,Prosopis laevigata,C15-6-529,6.14,28,6.6,6,8.9,0.38
CUNORTE,Prosopis laevigata,C15-6-530,1.91,15.6,4.9,3,4.7,0.66
CUNORTE,Prosopis laevigata,C15-6-531,11.08,37.6,7.2,4.6,9.1,0.42
CUNORTE,Prosopis laevigata,C15-6-532,4.34,23.5,5.9,4.7,8.1,0.54
CUNORTE,Prosopis laevigata,C15-6-533,1.73,14.9,5.1,4.3,5.5,0.41
CUNORTE,Prosopis laevigata,C15-6-534,5.19,25.7,6.1,4.7,5.8,0.54
CUNORTE,Prosopis laevigata,C15-6-535,5.96,27.5,6.8,5.6,8.8,0.68
CUNORTE,Prosopis laevigata,C15-6-536,2.59,18.2,4,3.3,6.2,0.5
CUNORTE,Prosopis laevigata,C15-6-537,0.99,11.2,5.5,3.2,4.4,0.55
CUNORTE,Prosopis laevigata,C15-6-538,4.48,23.9,6.8,4.6,7.8,0.5
CUNORTE,Prosopis laevigata,C15-6-539,1.27,12.7,5.6,4.4,4.2,0.22
CUNORTE,Prosopis laevigata,C15-6-540,5.35,26.1,4.8,4.5,8.2,0.6
CUNORTE,Prosopis laevigata,C15-6-541,0.36,6.8,3.2,2.2,2.2,0.41
CUNORTE,Prosopis laevigata,C15-6-542,10.81,37.1,6.1,4.4,7.7,0.6
CUNORTE,Ipomoea murucoides,C15-6-543,0.65,9.1,5,3.7,4.6,0.68
CUNORTE,Prosopis laevigata,C15-6-544,6.61,29,5.2,3.9,6.7,0.53
CUNORTE,Prosopis laevigata,C15-6-545,0.54,8.3,3.8,2.1,3.4,0.41
CUNORTE,Prosopis laevigata,C15-6-546,2.08,16.3,4.7,3.5,4.5,0.55
CUNORTE,Prosopis laevigata,C15-6-547,1.79,15.1,1.3,0.4,5.3,0.64
CUNORTE,Bursera fagaroides,C15-6-548,0.48,7.8,1.8,0.7,3.3,0.41
CUNORTE,Prosopis laevigata,C15-6-549,2.1,16.3,3.9,3.2,4.5,0.55
CUNORTE,Prosopis laevigata,C15-6-550,4.86,24.9,4.8,4.2,7.4,0.49
CUNORTE,Prosopis laevigata,C15-6-551,0.69,9.4,2.3,2,2,0.52
CUNORTE,Prosopis laevigata,C15-6-552,0.82,10.2,6.7,5.7,5.1,0.6
CUNORTE,Prosopis laevigata,C15-6-553,8.02,32,6.4,6,11.2,0.39
CUNORTE,Prosopis laevigata,C15-6-554,2.72,18.6,8.4,7.1,6.5,0.34
CUNORTE,Prosopis laevigata,C15-6-555,37.41,69,9.6,7.4,13.3,0.67
CUNORTE,Prosopis laevigata,C15-6-556,28.94,60.7,10.7,6.6,8.8,0.82
CUNORTE,Prosopis laevigata,C15-6-557,34.66,66.4,9.7,9.2,11.6,0.48
CUNORTE,Prosopis laevigata,C15-6-558,22.31,53.3,10,5.9,10.6,0.33
CUNORTE,Prosopis laevigata,C15-6-559,1.84,15.3,3.9,3,5.9,0.26
CUNORTE,Prosopis laevigata,C15-6-560,1.6,14.3,5.3,4.4,5.3,0.42
CUNORTE,Prosopis laevigata,C15-6-561,10.58,36.7,6,4.8,7.6,0.52
CUNORTE,Prosopis laevigata,C15-6-562,6.25,28.2,5,3.8,6.7,0.49
CUNORTE,Prosopis laevigata,C15-6-563,18.55,48.6,8.5,7.9,9.5,0.34
CUNORTE,Salix bonplandiana,C15-6-564,4.34,23.5,6.9,5.7,6,0.56
CUNORTE,Prosopis laevigata,C15-6-565,10.26,36.1,6,4.8,11.4,0.56
CUNORTE,Prosopis laevigata,C15-6-566,6.79,29.4,7.9,6,8.5,0.69
CUNORTE,Prosopis laevigata,C15-6-567,5.09,25.5,3.8,2.5,7,0.59
CUNORTE,Prosopis laevigata,C15-6-568,5.39,26.2,5.2,4.4,8.2,0.45
CUNORTE,Prosopis laevigata,C15-6-569,26.42,58,9.1,7.8,14.4,0.61
CUNORTE,Prosopis laevigata,C15-6-570,17.65,47.4,10.5,9.2,13.6,0.55
CUNORTE,Prosopis laevigata,C15-6-571,33.23,65,8.9,7,12.9,0.48
CUNORTE,Prosopis laevigata,C15-6-572,13.85,42,9.4,8.8,10.7,0.39
CUNORTE,Prosopis laevigata,C15-6-573,0.72,9.6,3.7,2.3,4.3,0.64
CUNORTE,Prosopis laevigata,C15-6-574,5.03,25.3,5.2,4.1,8.5,0.77
CUNORTE,Prosopis laevigata,C15-6-575,2.27,17,2.8,2,5.5,0.53
CUNORTE,Prosopis laevigata,C15-6-576,9.79,35.3,7.6,7,10.5,0.19
CUNORTE,Prosopis laevigata,C15-6-577,4.25,23.3,4.7,4.3,5.8,0.18
CUNORTE,Prosopis laevigata,C15-6-578,5.03,25.3,5.4,4.6,7.2,0.69
CUNORTE,Prosopis laevigata,C15-6-579,7.66,31.2,3.3,2.2,7.6,0.81
CUNORTE,Prosopis laevigata,C15-6-580,7.43,30.7,5.4,5.1,9.2,0.77
CUNORTE,Prosopis laevigata,C15-6-581,7.41,30.7,4.6,3.5,9.9,0.84
CUNORTE,Prosopis laevigata,C15-6-582,8.14,32.2,6.2,5.1,10.3,0.57
CUNORTE,Ipomoea murucoides,C15-6-583,2.86,19.1,2.8,2.6,5.4,0.78
CUNORTE,Prosopis laevigata,C15-6-584,7.15,30.2,4.2,3.5,8.9,0.57
CUNORTE,Prosopis laevigata,C15-6-585,5.15,25.6,3.3,2.2,7.1,0.39
